Decade,Year,Name,Image,ImageDescription,Image2,Image3,ImageDescription2,ImageDescription3,Country1,Country2,Country3,Country4,Flag1,Flag2,Flag3,Flag4,NameOther,Tons burthen,Complement,Armament,Builder,Launched,Length,Propulsion,Laid down,Fate,Class,Sail plan,Port of registry,Namesake,Owner,In service,Out of service,Completed,Captured,Acquired,Commissioned,Honours andawards,Beam,Draught,Depth of hold,Ordered,Renamed,Decommissioned,Homeport,Type,Displacement,Draft,Range,Masts:,Foremast:,Mainmast:,Mizzenmast:,Other masts:,ClassRate
1790,1795,HMS Doris (1795),//upload.wikimedia.org/wikipedia/commons/thumb/c/c9/The_Hoche_in_tow_of_the_Doris_PU5607.jpg/300px-The_Hoche_in_tow_of_the_Doris_PU5607.jpg,"The Hoche in tow of the Doris to Lough Swilly, County Donegal, Ireland. Hoche had been captured earlier on 12 October 1798 by Robust",//upload.wikimedia.org/wikipedia/commons/thumb/6/60/The_Cutting_Out_of_a_French_Brig%2C_possibly_%27La_Chevrette%27_RMG_PY8407.tiff/lossy-page1-220px-The_Cutting_Out_of_a_French_Brig%2C_possibly_%27La_Chevrette%27_RMG_PY8407.tiff.jpg,//upload.wikimedia.org/wikipedia/commons/thumb/4/49/Loss_of_the_Doris_PU6042.jpg/220px-Loss_of_the_Doris_PU6042.jpg,"The cutting out of a French brig, possiblyLa Chevrette",Captain Patrick Campbell setting theDorisalight in January 1805 to avoid capture.,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/f/fa/White_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/51px-White_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,, HMSDoris, 913 (bm),, 36 guns," Cleveley,Gravesend", 31 August 1795, 142\xa0ft (43.3\xa0m) (gundeck), Sails,," Sunk, 15 January 1805", 36-gunfifth-ratefrigate, Full-rigged ship,,,, November 1795,,,,,,, 38\xa0ft (11.6\xa0m),,,,,,,,,,,,,,,,Fifth Rate
1790,1797,HMS Hydra (1797),//upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Hydra_and_Furet.jpg/300px-Hydra_and_Furet.jpg,"The action Between HMS Hydra and the Furet, 27 February 1806",//upload.wikimedia.org/wikipedia/commons/thumb/8/8d/Portsmouth%2C_1804_RCIN_735106.a.jpg/220px-Portsmouth%2C_1804_RCIN_735106.a.jpg,//upload.wikimedia.org/wikipedia/commons/thumb/8/8c/George_Chambers_%281803-40%29_-_The_Capture_of_Bagur_-_RCIN_401529_-_Royal_Collection.jpg/220px-George_Chambers_%281803-40%29_-_The_Capture_of_Bagur_-_RCIN_401529_-_Royal_Collection.jpg,"A print representing the French gun vessels captured 11 January 1804, byTribuneandHydraand brought to Portsmouth","Capture of the fort & vessels in the Harbour ofBegu, by HMSHydra, Capt. G. Mundy 7 August 1807",Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/f/fa/White_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/51px-White_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,, HMSHydra," 1,02459⁄94(bm)", 284 (raised later to 315), UD: 28 × 18-pounder gunsQD: 12 × 32-poundercarronadesFc: 2 × 12-pounder guns + 2 × 32-pounder carronades," William Cleverley,Gravesend", 13 March 1797, 148\xa0ft 3\xa0in (45.2\xa0m), Sail, November 1795, Sold 13 January 1820., Fifth-rate,,,,,1797,1817,,,, 25 June 1797 after fitting out at Woolwich Dockyard,, 39\xa0ft6+1⁄2in (12.1\xa0m),, 12\xa0ft 8\xa0in (3.9\xa0m), 30 April 1795,,,,,,,,,,,,, Fifth-rate
1790,1799,French frigate Chiffonne (1799),//upload.wikimedia.org/wikipedia/commons/thumb/8/81/Sybille_vs_Chiffone-cropped.jpg/300px-Sybille_vs_Chiffone-cropped.jpg,HMS Sybille capturing Chiffonne,//upload.wikimedia.org/wikipedia/commons/thumb/b/bd/Chiffonne_-_The_ship_which_Charles_Adam_took_from_the_French_at_the_Seychelles_Islands_RMG_A1580.tiff/lossy-page1-220px-Chiffonne_-_The_ship_which_Charles_Adam_took_from_the_French_at_the_Seychelles_Islands_RMG_A1580.tiff.jpg,//upload.wikimedia.org/wikipedia/commons/thumb/8/83/HMS_Chiffonne%2C_Persian_Gulf_1809-1810_%28The_Sack_of_Ras_Al-Khaimah%29.jpg/220px-HMS_Chiffonne%2C_Persian_Gulf_1809-1810_%28The_Sack_of_Ras_Al-Khaimah%29.jpg,Chiffonne- The ship which Charles Adam took from the French at the Seychelles Islands,"Chiffonneat the sack of Ras Al-Khaimah, the British soldiers reaching the beach, and setting fire to an Al Qasimi ship.)",France,United Kingdom,,,//upload.wikimedia.org/wikipedia/commons/thumb/3/3f/Ensign_of_France.svg/42px-Ensign_of_France.svg.png,//upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Naval_Ensign_of_the_United_Kingdom.svg/56px-Naval_Ensign_of_the_United_Kingdom.svg.png,,, Chiffonne,, French service: 250 men, French service:UD: 28 × 12-pounder gunsQD: 8 × 8-pounder guns and 4 × 36-poundercarronadesFc: 4 × 8-pounder gunsBritish service:UD:26 × 12-pounder gunsQD: 9 × 9-pounder gunsFc: 12 × 32-poundercarronades,, 31 August 1799, 144\xa0ft 1\xa0in (43.92\xa0m) (overall);120\xa0ft6+1⁄4in (36.735\xa0m) (keel), Sail, 10 November 1793, Broken up in September 1814, Heureuse-classfrigate,,,,, December 1800,,, 19 August 1801, 19 August 1801 by capture,,, 37\xa0ft 11\xa0in (11.56\xa0m), 5.8\xa0m (19\xa0ft),,,,,,,,,,,,,,,Frigate
1660,1660,Leopoldus Primus,//upload.wikimedia.org/wikipedia/commons/thumb/d/d7/Stich_Leopoldus_Primus.jpg/275px-Stich_Leopoldus_Primus.jpg,,//upload.wikimedia.org/wikipedia/commons/thumb/c/c4/Leopoldus_Primus-Hecktotale.jpg/220px-Leopoldus_Primus-Hecktotale.jpg,//upload.wikimedia.org/wikipedia/commons/thumb/3/3a/Querschnitt_durch_die_Leopoldus_Primus.svg/220px-Querschnitt_durch_die_Leopoldus_Primus.svg.png,model at theChamber of Commerce,A 19th century representation of the cross section of theLeopoldus Primus,Hamburg,,,,//upload.wikimedia.org/wikipedia/commons/thumb/7/74/Flag_of_Hamburg.svg/42px-Flag_of_Hamburg.svg.png,,,,,,, 54cannon:26 × 18\xa0pdr (8.2\xa0kg)18 × 8\xa0pdr (3.6\xa0kg)4 × 6\xa0pdr (2.7\xa0kg)6 × 4\xa0pdr (1.8\xa0kg),,1668, 40 metres (130\xa0ft),,, Scrapped 1705,,,, Leopold I,,,,,,,,,,,,1663,,1705,,,,,,,,,,,
1710,1710,Russian ship of the line Poltava (1712),//upload.wikimedia.org/wikipedia/commons/7/72/%D0%9F%D0%BE%D0%BB%D1%82%D0%B0%D0%B2%D0%B01712.jpg,,//upload.wikimedia.org/wikipedia/commons/thumb/a/a9/Poltava_snuff_box.JPG/220px-Poltava_snuff_box.JPG,//upload.wikimedia.org/wikipedia/commons/thumb/d/db/The_Soviet_Union_1971_CPA_4076_stamp_%28Russian_Ship_of_the_Line_Poltava%2C_1712%29.jpg/170px-The_Soviet_Union_1971_CPA_4076_stamp_%28Russian_Ship_of_the_Line_Poltava%2C_1712%29.jpg,A snuffbox of 1712 supposedly made in the form ofPoltava(Hermitage Museum).,The Soviet post stamp featuringPoltava.,Russian Empire,,,,//upload.wikimedia.org/wikipedia/commons/thumb/e/e1/Naval_ensign_of_Russia.svg/42px-Naval_ensign_of_Russia.svg.png,,,, Poltava, 1100–1200tonnes, 300–460, 54 guns of various weights of shot," Peter I, Fedosey Sclyaev", 15 June 1712, 39.82 m (gundeck), Sails, 5 December 1709, Decommissioned 1732, 54-gunFourth-rateship of the line, Full-rigged ship,,,,,,,,,,, 11.69 m,, 4.6 m,,,1732,,,,,,,,,,,Fourth Rate
1750,1757,HMS Dublin (1757),,,//upload.wikimedia.org/wikipedia/commons/thumb/6/6a/Roseau%2C_1761_RCIN_733032.b.jpg/220px-Roseau%2C_1761_RCIN_733032.b.jpg,//upload.wikimedia.org/wikipedia/commons/thumb/c/c3/Perspective_view_of_the_order_of_sailing_and_conducting_his_majesty%27s_ships_of_war_and_transports..._LCCN2003670602.jpg/220px-Perspective_view_of_the_order_of_sailing_and_conducting_his_majesty%27s_ships_of_war_and_transports..._LCCN2003670602.jpg,"Dublinthe flagship ofAndrew Rollo, 5th Lord RolloatRoseau, Dominica on 6 June 1761","Shown here as a member SirGeorge Pocock'sBlue Squadron, circa 1762",Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/f/fa/White_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/51px-White_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,, HMSDublin, 156263⁄94(bm),, 74 guns:Gundeck: 28 × 32 pdrsUpper gundeck: 28 × 18 pdrsQuarterdeck: 14 × 9 pdrsForecastle: 4 × 9 pdrs, Deptford Dockyard, 6 May 1757, 165\xa0ft 6\xa0in (50.44\xa0m) (gundeck), Sails, 18 November 1755," Broken up, 1784", Dublin-classship of the line, Full-rigged ship,,,,, 13 May 1784,,,, April 1757,, 46\xa0ft 6\xa0in (14.17\xa0m),, 19\xa0ft 9\xa0in (6.02\xa0m), 26 August 1755,, February 1783,,,,,,,,,,,Ship of the line
1750,1758,HMS Cerberus (1758),//upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Coventry_%281757%29%2C_Lizard_%281757%29%2CLiverpool_%281757%29%2C_Maidstone_%281758%29%2C_Acteon_%281757%29%2C_Shannon_%281757%29%2C_Levant_%281757%29%2C_Cerberus_%281757%29%2C_Griffin_%281757%29%2C_Hussar_%281757%29%2C_Bureas_%281757%29%2C_Trent_%281757%29_RMG_J6339.png/300px-thumbnail.png,Cerberus,//upload.wikimedia.org/wikipedia/en/thumb/7/7a/Bushnell_mines.jpg/170px-Bushnell_mines.jpg,//upload.wikimedia.org/wikipedia/commons/thumb/5/51/LarkAndCerberusWreckMap.jpg/220px-LarkAndCerberusWreckMap.jpg,Bushnell mines destroying a small British boat fromCerberus,LarkandCerberuswreck map,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/f/fa/White_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/51px-White_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,, HMSCerberus, 59314/94bm,200, Upper deck: 24 × 9-pounder gunsQuarterdeck: 4 × 3-pounder guns12 × ½-pdr swivels," Pleasant Fenn,East Cowes", 5 September 1758, 118\xa0ft 7.5\xa0in (36.157\xa0m) (gundeck)97\xa0ft 2.125\xa0in (29.61958\xa0m) (keel),, 13 June 1757, Abandoned and burnt to prevent capture at Rhode Island on 5 August 1778, 28-gunCoventry-classsixth-ratefrigate, Full-rigged ship,,,,,, 11 November 1758 at Portsmouth Dockyard,,,,, 33\xa0ft 10.5\xa0in (10.325\xa0m),, 10\xa0ft 6\xa0in (3.20\xa0m), 6 May 1757,, May 1758,,,,,,,,,,,Sixth Rate
1750,1759,HMAT Supply (1759),//upload.wikimedia.org/wikipedia/commons/thumb/6/67/%27HMS_Supply%27_Replica_in_Sydney_Harbour_%2811976156784%29.jpg/300px-%27HMS_Supply%27_Replica_in_Sydney_Harbour_%2811976156784%29.jpg,Replica of HMAT Supply in Sydney Harbour in 1938,//upload.wikimedia.org/wikipedia/commons/thumb/b/bf/HenryLidgbirdBall.jpg/220px-HenryLidgbirdBall.jpg,//upload.wikimedia.org/wikipedia/commons/thumb/c/c2/SLNSW_838426_Lieutenant_David_Blackburn_silhouette.jpg/220px-SLNSW_838426_Lieutenant_David_Blackburn_silhouette.jpg,"Lt.Henry Lidgbird Ball, Commander of HMATSupply","Lt.David Blackburn, Master of HMATSupply",Great Britain,Great Britain,,,//upload.wikimedia.org/wikipedia/commons/thumb/f/fa/White_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/51px-White_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,//upload.wikimedia.org/wikipedia/commons/thumb/5/56/Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/47px-Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,, HMATSupply, 17476⁄94or 186(bm), 14 as yard craft (1759-86)55 as armed tender (1786-92)," As yard craft: 4 × 3-pounder guns + 6 ×1⁄2-pounderswivelsAs armed tender: 4 × 3-pounder guns, 4 × 12-poundercarronades"," Henry Bird,Rotherhithe", 5 October 1759, 79\xa0ft 4\xa0in (24.2\xa0m) overall64\xa0ft 11\xa0in (19.8\xa0m) (keel), Sail, 1 May 1759, Last listed in 1806, Yard Craft (1759-86)Armed Tender (1786-92),,,,,, 17 July 1792,,, 1792 by purchase for £600, 17 October 1759,, 22\xa0ft 6\xa0in (6.9\xa0m),, 11\xa0ft 6\xa0in (3.5\xa0m), 4 April 1759,, 21 April 1792,,,,,,,,,,,Yard Craft
1760,1763,Brazilian ship Pedro I,//upload.wikimedia.org/wikipedia/commons/thumb/b/b4/Nau_Pedro_I_-_Eduardo_de_Martino_-_Cole%C3%A7%C3%A3o_Museu_Naval.jpg/300px-Nau_Pedro_I_-_Eduardo_de_Martino_-_Cole%C3%A7%C3%A3o_Museu_Naval.jpg,"Nau Pedro I, by Edoardo De MartinoNaval Museum collection",//upload.wikimedia.org/wikipedia/commons/thumb/6/63/Guerra_Hispano-Portuguesa_de_1776-1777.jpg/220px-Guerra_Hispano-Portuguesa_de_1776-1777.jpg,//upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Pl._IV_%2822767754273%29.jpg/260px-Pl._IV_%2822767754273%29.jpg,"Portuguese and Spanish controlled areas in Rio Grande do Sul, 1775",A 1763 drawing showing Santa Catarina Island and the forts of Santo Antônio de Ratones andSão José da Ponta Grossa,Kingdom of Portugal,"U.K. of Portugal, Brazil and the Algarves",Empire of Brazil,,//upload.wikimedia.org/wikipedia/commons/thumb/6/68/Flag_of_Portugal_%281750%29.svg/42px-Flag_of_Portugal_%281750%29.svg.png,//upload.wikimedia.org/wikipedia/commons/thumb/e/ee/Flag_of_the_United_Kingdom_of_Portugal%2C_Brazil%2C_and_the_Algarves.svg/38px-Flag_of_the_United_Kingdom_of_Portugal%2C_Brazil%2C_and_the_Algarves.svg.png,//upload.wikimedia.org/wikipedia/commons/thumb/3/34/Flag_of_Brazil_%281822%E2%80%931870%29.svg/44px-Flag_of_Brazil_%281822%E2%80%931870%29.svg.png,, Santo António e São José,, 600-900, Santo António e São José:70 guns26 × 24-pounder guns28 × 12-pounder guns8 × 9-pounder guns8 × 1-pounder gunsPedro I:74 guns24-pounder long guns32-pounder carronades, Arsenal de Marinha da Bahia, 29 January 1763, 60 metres (196\xa0ft 10\xa0in),, 1 October 1760, Scrapped,, ship rig,, Anthony of PaduaandSaint Joseph,,,, 28 February 1763,,, 10 November 1822,, 14 metres (45\xa0ft 11\xa0in),,,, Infante D. Pedro Carlosin 1794 andMartim de Freitasin 1808,1833,, Ship of the line,, 6.37 metres (20\xa0ft 11\xa0in),,,,,,,
1760,1764,Earl of Pembroke (1764),//upload.wikimedia.org/wikipedia/commons/thumb/3/32/HMS_Endeavour_off_the_coast_of_New_Holland%2C_by_Samuel_Atkins_c.1794.jpg/300px-HMS_Endeavour_off_the_coast_of_New_Holland%2C_by_Samuel_Atkins_c.1794.jpg,HMS Endeavour off the coast of New Hollandby Samuel Atkins,//upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Endeavour%2C_Thomas_Luny_1768.jpg/440px-Endeavour%2C_Thomas_Luny_1768.jpg,//upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Endeavour_track_chart.jpg/600px-Endeavour_track_chart.jpg,"Earl of Pembroke,later HMSEndeavour, leavingWhitbyHarbour in 1768. ByThomas Luny, dated 1790.",An 1893 chart showingEndeavour'strack,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/5/56/Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/47px-Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,, Endeavour, 36649⁄94(bm)4," 94, comprising:6771 ships company12 marines11 civilians"," 104-pdrs, 12swivel guns"," Thomas Fishburn,Whitby2", June 1764, 97\xa0ft 8\xa0in (29.77\xa0m)4a,,," Scuttled,Newport, Rhode Island, 1778", Bark," Full-rigged ship3,321 square yards (2,777\xa0m2) of sail",,,,," March 1775, sold",,, 28 March 1768 asEarl of Pembroke, 26 May 1768,, 29\xa0ft 2\xa0in (8.89\xa0m)4,, 11\xa0ft 4\xa0in (3.45\xa0m)4,," Lord Sandwich, February 1776", September 1774," Plymouth, United Kingdom",,,,,,,,,, Bark
1760,1764,HMS Endeavour,//upload.wikimedia.org/wikipedia/commons/thumb/3/32/HMS_Endeavour_off_the_coast_of_New_Holland%2C_by_Samuel_Atkins_c.1794.jpg/300px-HMS_Endeavour_off_the_coast_of_New_Holland%2C_by_Samuel_Atkins_c.1794.jpg,HMS Endeavour off the coast of New Hollandby Samuel Atkins,//upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Endeavour%2C_Thomas_Luny_1768.jpg/440px-Endeavour%2C_Thomas_Luny_1768.jpg,//upload.wikimedia.org/wikipedia/commons/thumb/7/7c/Endeavour_track_chart.jpg/600px-Endeavour_track_chart.jpg,"Earl of Pembroke,later HMSEndeavour, leavingWhitbyHarbour in 1768. ByThomas Luny, dated 1790.",An 1893 chart showingEndeavour'strack,Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/5/56/Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/47px-Red_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,, Endeavour, 36649⁄94(bm)4," 94, comprising:6771 ships company12 marines11 civilians"," 104-pdrs, 12swivel guns"," Thomas Fishburn,Whitby2", June 1764, 97\xa0ft 8\xa0in (29.77\xa0m)4a,,," Scuttled,Newport, Rhode Island, 1778", Bark," Full-rigged ship3,321 square yards (2,777\xa0m2) of sail",,,,," March 1775, sold",,, 28 March 1768 asEarl of Pembroke, 26 May 1768,, 29\xa0ft 2\xa0in (8.89\xa0m)4,, 11\xa0ft 4\xa0in (3.45\xa0m)4,," Lord Sandwich, February 1776", September 1774," Plymouth, United Kingdom",,,,,,,,,, Bark
1770,1770,USS Hannah,//upload.wikimedia.org/wikipedia/commons/thumb/0/00/USSHannahModel.jpg/300px-USSHannahModel.jpg,Model of Hannah in the U.S. Navy Museum,//upload.wikimedia.org/wikipedia/commons/thumb/e/e9/Washington_Letter_to_Broughton.jpg/220px-Washington_Letter_to_Broughton.jpg,//upload.wikimedia.org/wikipedia/commons/thumb/4/43/Marblehead_entrance.jpg/220px-Marblehead_entrance.jpg,Letter from General George Washington commissioningNicholson Broughtonto command a legal privateering mission against British forces,"Marblehead welcome sign clearly claiming the town as ""Birthplace of the American Navy""",United States,,,,//upload.wikimedia.org/wikipedia/commons/thumb/1/1f/Flag_of_the_United_States_%281776%E2%80%931777%29.svg/42px-Flag_of_the_United_States_%281776%E2%80%931777%29.svg.png,,,,,78,, 4 × 4-pounder guns,,,, Sail,, unknown,,,,,,, 10 October 1775,,, 24 August 1775, 2 September 1775,,,,,,, October 1775,,,,,,,,,,,
1780,1781,HMS Quebec (1781),,,//upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Capture_of_the_South_Carolina.jpg/220px-Capture_of_the_South_Carolina.jpg,//upload.wikimedia.org/wikipedia/commons/thumb/5/51/Norderney%2C_1811_RCIN_735167.jpg/220px-Norderney%2C_1811_RCIN_735167.jpg,"Capture of the American frigateSouth Carolinaby the British frigatesDiomede,QuebecandAstrea","Boats from theQuebecboarding the French gun vessels at Norderney, 3 August 1811",Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/f/fa/White_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/51px-White_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,, HMSQuebec, 700 tons,250,32," George Parsons, on the Hamble River atBursledon,Hampshire.", 24 May 1781,,,, Sold in July 1816 for breaking up., 32-gunActive-classfrigate, Frigate,,,,,,,,,," Naval General Service Medal (NGSM), with clasp 2 Aug. Boat Service 1811",,,, 15 September 1779,,1812,,,,,,,,,,,Frigate
1790,1795,HMS Dryad (1795),//upload.wikimedia.org/wikipedia/commons/thumb/e/e0/HMS_Dryad_vs_Proserpine-cropped.jpg/300px-HMS_Dryad_vs_Proserpine-cropped.jpg,"HMS Dryad taking the French frigate Proserpine as a prize, 13 June 1796, by Thomas Whitcombe",//upload.wikimedia.org/wikipedia/en/7/7f/Charles_John_Moore_Mansfield.jpg,//upload.wikimedia.org/wikipedia/commons/thumb/6/69/Atlantic_Ocean%2C_1814_RCIN_735185.3.a.jpg/220px-Atlantic_Ocean%2C_1814_RCIN_735185.3.a.jpg,"Captain Charles Mansfield, Commanding Officer of HMSDryadfrom December 1798 to June 1802","Capture of LaClorinde, byRobert Dodd, 1 March 1817,Dryadsecond left in the picture",Great Britain,,,,//upload.wikimedia.org/wikipedia/commons/thumb/f/fa/White_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg/51px-White_Ensign_of_Great_Britain_%281707%E2%80%931800%29.svg.png,,,, HMSDryad, 9246⁄94(bm),264, Upper deck: 26 × 18-pounder gunsQD: 8 × 9-pounder guns + 6 × 32-poundercarronadesFc: 2 × 9-pounder guns + 4 × 32-pounder carronades," William Barnard,Deptford", 4 June 1795, 142\xa0ft 8\xa0in (43.5\xa0m) (overall);119\xa0ft 0\xa0in (36.3\xa0m) (overall),, June 1794, Harbour receiving ship 1832 - 1859Broken up 1859, 36-gunfifth-ratefrigate, ship rigged,,,,, 1814 - 1827,,,,, Naval General Service Medal (NGSM)with clasp Dryad 13 June 1796, 38\xa0ft2+1⁄2in (11.6\xa0m),, 13\xa0ft 5\xa0in (4.1\xa0m), 24 May 1794,, 13 September 1832,,,,,,,,,,,Fifth Rate
1790,1799,USS Chesapeake (1799),//upload.wikimedia.org/wikipedia/commons/thumb/8/83/USSChesapeake.jpg/300px-USSChesapeake.jpg,"USS Chesapeake, painting by F. Muller (early 1900s)",//upload.wikimedia.org/wikipedia/commons/thumb/2/28/Onlyshotofchesapeake.jpg/220px-Onlyshotofchesapeake.jpg,//upload.wikimedia.org/wikipedia/commons/thumb/3/37/JamesLawrenceATcommons.jpg/220px-JamesLawrenceATcommons.jpg,Chesapeakefires her only shot uponLeopard,Captain James Lawrence,United States,United Kingdom,,,//upload.wikimedia.org/wikipedia/commons/thumb/e/ed/Flag_of_the_United_States_%281795-1818%29.svg/54px-Flag_of_the_United_States_%281795-1818%29.svg.png,//upload.wikimedia.org/wikipedia/commons/thumb/9/9c/Naval_Ensign_of_the_United_Kingdom.svg/56px-Naval_Ensign_of_the_United_Kingdom.svg.png,,, HMSChesapeake,, 340\xa0officers and enlisted4, 29\xa0× 18-pounder (8\xa0kg)long guns18\xa0× 32-pounder (14.5\xa0kg)carronades2\xa0× 12-pounder long guns (5.5\xa0kg)1\xa0× 12-pounder (5.5\xa0kg) carronade7, Josiah Fox, 2 December 1799," 152\xa0ft (46\xa0m), 6 incheslpp3", Sail, 10 December 1798, Sold for timber, 38-gun frigateNote,,, Chesapeake Bay2,,,,, 1 June 1813, 1 June 1813 by capture, 22 May 1800,," 41.3\xa0ft (12.6\xa0m) or 40 feet, 11 inches5",, 13.9\xa0ft (4.2\xa0m)4, 27 March 1794,,1819,,,, 20\xa0ft (6.1\xa0m)2,,,,,,,Frigate
1790,1799,USS John Adams (1799),//upload.wikimedia.org/wikipedia/commons/c/c0/Bombardment_of_Muckie.jpg,"Columbia and John Adams bombarding Muckie, Sumatra, 1 January 1839",//upload.wikimedia.org/wikipedia/commons/thumb/2/24/R.Smith_re_John_Adams_6_March_1805_recruits.jpg/240px-R.Smith_re_John_Adams_6_March_1805_recruits.jpg,//upload.wikimedia.org/wikipedia/commons/thumb/c/c2/Quarterly_Returns_of_Punishment_1_April_to_30_June_1846_for_USS_John_Adams.jpg/220px-Quarterly_Returns_of_Punishment_1_April_to_30_June_1846_for_USS_John_Adams.jpg,"R Smith to Captain Isaac Chauncey, 6 Mar 1805, re recruiting seamen for USS John Adams",Quarterly Returns of Punishment 1 April to 30 June 1846 for USS John Adams,United States,,,,//upload.wikimedia.org/wikipedia/commons/thumb/d/d2/Flag_of_the_United_States_%281865%E2%80%931867%29.svg/54px-Flag_of_the_United_States_%281865%E2%80%931867%29.svg.png,,,,, 544 (bm), 220 officers and enlisted men, 24 × 12-pounder guns6 × 24-pounder guns,," 5 June 1799 atCharleston, South Carolina"," 139\xa0ft (42.4\xa0m) (between perpendiculars) Keel:104 feet, 109 inches", Sail,," Sold, 5 October 1867",,,,,,,,,,, circa 1 October 1799,, 32\xa0ft (9.8\xa0m),, 16\xa0ft 4\xa0in (5.0\xa0m), Fall of 1798,, September 1865,,,,,,,,,,,
1620,1620,Vasa (ship),//upload.wikimedia.org/wikipedia/commons/thumb/1/15/The_Vasa_from_the_Bow.jpg/300px-The_Vasa_from_the_Bow.jpg,Vasa's port bow,//upload.wikimedia.org/wikipedia/commons/thumb/9/90/Swedish_Empire.svg/220px-Swedish_Empire.svg.png,//upload.wikimedia.org/wikipedia/commons/thumb/5/52/Vasa_Top_Deck.jpg/220px-Vasa_Top_Deck.jpg,"A map of Sweden's territorial gains and losses 1560–1815. In the years thatVasawas built and sank, Sweden still had not seized the southernmost of its present provinces, but possessed almost all of modern-dayFinlandandEstoniaas well asIngriaandKarelia.",Vasa'sportside,Sweden,,,,//upload.wikimedia.org/wikipedia/en/thumb/4/4c/Flag_of_Sweden.svg/45px-Flag_of_Sweden.svg.png,,,,,,," 64 guns, including:24-pounders—483-pounders—81-pounders—2stormstycken(howitzers)—6",, March\xa01627; 397\xa0years ago(1627-03), Sparred length: 69\xa0m (226\xa0ft) (estimated)Between perpendiculars 47.5\xa0m (156\xa0ft)," Sails, 1,275\xa0m2(13,720\xa0sq\xa0ft)", 1626; 398\xa0years ago(1626)," Sank in 1628; 396\xa0years ago(1628), salvaged in 1961, became amuseum ship59°19′40″N18°05′28″E\ufeff / \ufeff59.32778°N 18.09111°E\ufeff /59.32778; 18.09111",,,,,,,,,,,,, 11.7\xa0m (38\xa0ft),,,,,,,,, 4.8\xa0m (16\xa0ft),,,,,,,
